nombre,direccion,codigo postal,pais,telefono,actividades
TEXTIL AROMA S.A.C,Jr.Isabel La Catolica Nor.1748,15001 Lima,Peru,+51 1 3231935,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
UNISTAR S.A.C,Jr.Ayacucho Nor.942,15001 Lima,Peru,+51 1 4265271,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
DOT PRINT SAC,Jr.Antenor Rizo Patron Nro 134 Dpto. 202 Barrio Medico,15001 Lima,Peru,+51 1 4472206,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
COPY REY S.A,Jr.Francia Nor.649,15001 Lima,Peru,+51 1 728478,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
TEXTIL ALEXANDER E.I.R.L.,Av.Los Canarios Mza. D2 Lote. 3,15001 Lima,Peru,+51 1 3711947,Hilos y torcidos de fibras químicas/Hilos y torcidos de seda/Hilos y torcidos de lana y pelo/Hilos y torcidos de algodón/Hilos y torcidos de fibras de lino/Tejidos de fibras químicas/Tejidos de lino/
EL CISNE DE ORO EIRL,28 De Julio Nro 2782 Dpto. 217 Esq. Cdra. 3 Av Aviacion,15001 Lima,Peru,+51 1 3235720,"Hilos, costura y bordados: (Productor) Hilos de coser para crochés y bordados"
NEGOCIACIONES HONIGMANN SOCIEDAD ANONIMA CERRADA - NEGMANN S.A.C,Av. Manco Capac Nor.527 Galeria Comercial,15001 Lima,Peru,+51 1 233846,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
MASTERGRAF S.A.C,Cl. Los Naranjos Nor.346 8 Y De Javier Prado Oeste,15001 Lima,Peru,+51 1 4225444,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
IMPRESIONES GRAFICAS PUBLICITARIAS TX-10 E.I.R.L,Cl. Las Brisas Nor.837 Alt De La Puerta 5 De La Uni,15001 Lima,Peru,+51 1 4828505,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
GRAFICA EDITORES COMERCIALES S.A.C,Jr.Ica Nor.466,15001 Lima,Peru,+51 1 4321536,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
SERVICIOS GRAFICOS SANTIMAR S.A.C,Jr.Azangaro Nor.671,15001 Lima,Peru,+51 1 5367038,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
GRAFICA TESA S.R.L.,Jr.Ll. Yupanqui Nro 1686 Dpto. 202,15001 Lima,Peru,+51 1 4711283,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
DISTRIBUIDOR LUNA S.A.C.,Ayacucho Nro 343 Int. 116S Sotano,15001 Lima,Peru,+51 1 4278125,Cintas textiles y lazos/Cintas y lazos/
GRAPHIC PROFILE S.A.C.,Cl. Francisco Lazo Nro 1799,15001 Lima,Peru,+51 1 2662641,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
INVERSIONES ANTONELLA'S S.A.C,Jr.Bazo Nor.741 Alt Parque Canepa,15001 Lima,Peru,+51 1 6953840,Materiales de corte: (Productor) Cordoncillos textiles para prendas de vestirPiezas y accesorios para el calzado: (Productor) Lazos para calzado
CORPORACION RMDC S.A.C,Pj.Canepa Nor.112 Stand 101- 102,15001 Lima,Peru,+51 1 3234023,Materiales de corte: (Productor) Cordoncillos textiles para prendas de vestirPiezas y accesorios para el calzado: (Productor) Lazos para calzado
M Y G NEGOCIOS GENERALES S.A.C,Av. Alfredo Mendiola Nor.1405,15001 Lima,Peru,+51 1 4370655,Estampado de tejidos e hilos: (Productor) Servicios de estampado al cuadro de tejidos
ABRIL CMR S.R.L.,Av.Melgarejo Mza. U1 Lote. 38 Urb. Santa Patricia Etapa 1 Alt.Bco.Credito,15001 Lima,Peru,+51 1 3482164,"Tejidos de fibras químicas/Tejidos, fibras sintéticas o artificiales/"
INVERSIONES ARBIZU S.A.C,Jr.Cartavio Nor.143 Oficina 201,15001 Lima,Peru,+51 1 7959170,Estampado de tejidos e hilos: (Productor) Servicios de estampado al cuadro de tejidos
INVERSIONES ALENI S.A.C,Jr.San Cristobal Nor.1636 Galeria Yuyi,15001 Lima,Peru,+51 1 3246844,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
NINA LLALLI E.I.R.L,Jr.Cajamarca Nor.725 Fte Mercado Flores-Costado Potao,15001 Lima,Peru,+51 1 4823961,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
IVY BOUTIQUE E.I.R.L,Av. 28 De Julio Nor.1133,15001 Lima,Peru,+51 1 2518585,Materiales de corte: (Productor) Cordoncillos textiles para prendas de vestirPiezas y accesorios para el calzado: (Productor) Lazos para calzado
WORLD PIMA PERU S.A.C,Jr.Amistad Nor.435 5To Sec. - 1 Etapa,15001 Lima,Peru,+51 1 6521080,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
DISTRIBUIDORA TEXTIL ALIPIO S.R.L,Jr.America Nor.335 Piso 2,15001 Lima,Peru,+51 1 3253579,Materiales de corte: (Productor) Cordoncillos textiles para prendas de vestirPiezas y accesorios para el calzado: (Productor) Lazos para calzado
TEX Q S.A.C,Jr.Antonio Bazo Nor.1074 Galeria Copacabana,15001 Lima,Peru,+51 1 3242573,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
TEXTILES WEEKEND S.A,Cl. Ocho Nor.Mz. S Alt Cda 8 Av Central,15001 Lima,Peru,+51 1 743807,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para trajes
TODOIMPRESO E.I.R.L.,Cl. San Agustin Nro 289 Alt. Cdra. 6 Av.Angamos Oeste,15001 Lima,Peru,+51 1 447 7180,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
DUBAY TEXTILES S.A.C,Prol.Huanuco Nor.1773 3Pis Cruc.Sebastian Barranc Galer Aderly,15001 Lima,Peru,+51 1 4326602,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
COLMER EXPORT IMPORT S.R.L,Av. Ignacio Merino Nor.2379 Alt Cdra. 23 Av Petti Thoaur,15001 Lima,Peru,+51 1 4402577,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
FANAPLAST E I R L,Av.Gerardo Unger Nro 3239 Urb. Muleria Industrial,15001 Lima,Peru,+51 1 5333234,"Tejidos de fibras químicas/Tejidos, fibras sintéticas o artificiales/"
INDUSTRIAS DE FIBRA DE VIDRIO S.A,Calle San Carlos nº 6370 Urb. Santa Luisa - S.M.P,15001 Lima,Peru,+51 1  536 86 86,Fibras hechas a mano: (Productor) Fibras de poliésterArtículos de plástico reforzado con fibra de vidrio/
DIT. IMP. EDIT. LIB. MOSHERA S.R.L,Jr.Jr Tacna Nor.2969,15001 Lima,Peru,+51 1 5679299,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
GRUPO KAAF S.A.C,Jr.Gamarra Nor.564 Galeria Los Portales,15001 Lima,Peru,+51 1 4740297,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
DIECINUEVE S.A,Cl. Miguel Dasso Nor.126,15001 Lima,Peru,+51 1 4216533,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
HAO YANG INTERNATIONAL S.A.C,Jr.Rufino Torrico Nor.889 A 2 Cdras. De La Plaza San Martin,15001 Lima,Peru,+51 1 2217433,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
ALPA CORP.PERU S.A.C,Jr.Washington Nor.1843 1Er. Piso,15001 Lima,Peru,+51 1 3323277,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
CARPET KINGDOM SOCIEDAD ANONIMA CERRADA - CARKIN S.A.C,Cl. K Nor. Al Costado De La Salchicheria Alemana,15001 Lima,Peru,+51 1 3261692,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
PABLA INTERNATIONAL E.I.R.L,Cl. Emilio Grec Nor.140 Alt.Cdra.9 Av.Alcazar,15001 Lima,Peru,+51 1 4820123,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
ENTRETELAS S.A.C,Av. Los Talladores Nor.472 Una Paralela Fte A La Clinica Montefiori,15001 Lima,Peru,+51 1 4357321,Materiales de corte: (Productor) Cordoncillos textiles para prendas de vestirPiezas y accesorios para el calzado: (Productor) Lazos para calzado
PALMA ROJA S.R.L,Av. Nicolas Arriola Nor.749,15001 Lima,Peru,+51 1 727273,Estampado de tejidos e hilos: (Productor) Servicios de estampado de tejidos de fibras químicasTejidos revestidos y encerados: (Productor) Servicios de gofrado y calandrado de tejidos
CORPORACION GRAFICA INDUSTRIAL PARROT'S S.A.C,Jr.Chancay Nor.733 Costado Universidad Villareal,15001 Lima,Peru,+51 1 3306803,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
CREAZIONI CRESCENDO S.A.C,Cl. Francisca Zubiaga Nor.273 Espalda De Cassinelli,15001 Lima,Peru,+51 1 615968,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
TEJIDOS Y CONFEC. GABY JANETT S.A,Jr.Antonio Bazo Nor.645 Frente A Centro Comercial Parque Canepa,15001 Lima,Peru,+51 1 4733739,Estampado de tejidos e hilos: (Productor) Servicios de estampado de tejidos de fibras químicasTejidos revestidos y encerados: (Productor) Servicios de gofrado y calandrado de tejidos
BALENA INVERSIONES S.A.C,Av. Loma Umbrosa Nor.427 Alt.Del Estacionamiento De Municipalidad,15001 Lima,Peru,+51 1 2549070,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
COMERCIAL PILIMILIS E.I.R.L,Jr.Cuzco Nor.686 Cruce Cuzco Con Andahuaylas,15001 Lima,Peru,+51 1 4285209,Estampado de tejidos e hilos: (Productor) Servicios de estampado al cuadro de tejidos
ALPACA BUSINESS SOCIEDAD ANONIMA CERRADA-ALPACA BUSINESS S.A.C.,Cl. Rio Majes Mza. O Lote. 25 Urb. Santa Isolina Cruce Universitaria Y Panamericana Norte,15001 Lima,Peru,+51 1 7933620,"Hilos, costura y bordados: (Productor) Hilos de coser para crochés y bordados"
RADHE SYAM S.A.C,Pj.Solea Nor.101 Alt. Km. 32 1/2 De La Carretera Central,15001 Lima,Peru,+51 1 3603381,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
EDELKENIE S.A.C,Jr.Diego Berdejo Nor.106 Alt.Cdra.2 Av.Universitaria,15001 Lima,Peru,+51 1 4872703,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
TEXTILES TRADICIONALES S.R.L,Av. La Marina Cdra. 16 Nor. Cdra. 16 De Av La Marina-Cerca A Ipae,15001 Lima,Peru,+51 1 600920,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para trajes
CORPORACION D. SAMANEZ S.A.C,Jr.Montevideo Nor.1030 Entre Jr.Paruro Y Jr.Montevideo,15001 Lima,Peru,+51 1 4263163,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
K.M. IMPORTADORA TEXTIL S.A.C,Av. La Molina Nor.,15001 Lima,Peru,+51 1 3265040,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
ALE & VALE TEXTILES S.A.C,Jr.Republica De Ecuador Nor.383,15001 Lima,Peru,+51 1 4238212,"Tejidos de lino/Tejidos de lino, según uso/Tejidos de cáñamo y yute: (Productor) Tejidos de cáñamo(Productor) Tejidos de yuteTejidos de fibras vegetales no especificados en otra parte: (Productor) Tejidos de ramio"
PUBLITOP E.I.R.L,Jr.Lampa Nor.1229 Frente Al Paseo Colon,15001 Lima,Peru,+51 1 7990074,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
CREACIONES & INVERSIONES PUNTO O S.A.C,Pj.Garcia Calderon Nor.185 Alt. De Telefonica De Av. Bolivia Cdra. 3,15001 Lima,Peru,+51 1 3737534,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
COMERCIAL NINO JESUS S.C.R.L,Jr.Huallaga Nor.749,15001 Lima,Peru,+51 1 4283562,Materiales de corte: (Productor) Cordoncillos textiles para prendas de vestirPiezas y accesorios para el calzado: (Productor) Lazos para calzado
AD LIBITUM S.A.C,Jr.Coronel Josã' Miguel Rãos Nor.1774 Alt. Cdra.23 Av. Venezuela,15001 Lima,Peru,+51 1 3368914,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
CARVED SRLTDA,Av. Abancay Nor.181 Galeria San Esteban 3Er Piso,15001 Lima,Peru,+51 1 4260721,Materiales de corte: (Productor) Cordoncillos textiles para prendas de vestirPiezas y accesorios para el calzado: (Productor) Lazos para calzado
GHF MEDIAS Y ROPA INTERIOR S.C.R.L,Jr.Ucayali Nor.654 Frente Al Mercado Central,15001 Lima,Peru,+51 1 4272635,Materiales de corte: (Productor) Cordoncillos textiles para prendas de vestirPiezas y accesorios para el calzado: (Productor) Lazos para calzado
GAMA GRAFICA S.R.L,Jr.Risso Nro 560,15001 Lima,Peru,+51 1 4702143,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
WORLD TO PERU SOCIEDAD ANONIMA CERRADA,Av.Luis Galvani Nro 107,15001 Lima,Peru,+51 1 4400748,Sacos y bolsas textiles/
TECNIPRESS SAC.,Jr.Alto De La Luna Nro 691 Alt Cdra. 17 De Av Loreto,15001 Lima,Peru,+51 1 3300795,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
TECNOFORMAS S.A.,"Av.Los Ingenieros 175, Urb. Santa Raquel Ii",15001 Lima,Peru,+51 1 3492900,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
IMPORTADORA Y EXPORTADORA MIRSA E.I.R.L,Jr.Evaristo San Cristobal Nor.1453 Alt. Cdra. 18 Prolong. Huanuco,15001 Lima,Peru,+51 1 4735708,Materiales de corte: (Productor) Cordoncillos textiles para prendas de vestirPiezas y accesorios para el calzado: (Productor) Lazos para calzado
JKC CORPORATION S.A.C,Rufino Torrico Nor.671,15001 Lima,Peru,+51 1 4273089,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
GRAPHIC GRUPPO S.A.C.,Av.Ignacio Merino Nro 1661 Lima,15001 Lima,Peru,+51 1 4725871,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
WHIMS EXPORT CORPORATION S.A.C,Jr.Sebastian Barranca Nor.1582 Galeria Los Amigos- 5To Piso,15001 Lima,Peru,+51 1 7706659,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
EDUARDO BARRANTES CONSULTOR GRAFICO E.I. R.L.,Cl. Abraham Lincoln Nro 453,15001 Lima,Peru,+51 1 5623275,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
DOMANI S.A.,Cl. Bolivar 199,15001 Lima,Peru,+51 1 4442880,Telas NES para uso industrial: (Productor) Tejidos industriales para lavandería y tintorería
IMPRESIONES & EDICIONES AGUILAR S.A.C,Jr.J.Castro Nor.516 Alt Cruce Av Canada Y Av Parinacochas,15001 Lima,Peru,+51 1 7310631,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
TEXFINA S.A.,Av.Elmer Faucett 4636,7001 Lima,Peru,+51 1 5172222,Tejidos recubiertos e impermeables: (Productor) Telas de algodón enceradasFibras hechas a mano: (Productor) Fibras de poliéster
THOMAS GREG & SONS DE PERU S.A.,Cl. C Km. 35.5 Mza. A Lote. 15 Z.I. Las Praderas De Lurin Km. 35.5 De La Panamericana Sur,15001 Lima,Peru,+51 1 6222830,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
BRANDARIZ NUÑEZ S.A.C.,Av.Aviacion Nro 3368,15001 Lima,Peru,+51 1 4755008,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
CIRCULO CUATRO IMAGEN GRAFICA S.A.C,Av. Tacna Nor.217 A 1/2 Cdra. Esq. Av Tacna Y Jr Callao,15001 Lima,Peru,+51 1 4271596,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
NORSAC SA.,Av.Domingo Orue Nro 640 Surquillo,15001 Lima,Peru,+51 1 4441195,"Tejidos de fibras químicas/Tejidos, fibras sintéticas o artificiales/"
CORPORACION CARRERA S.A.C,Av. Tupac Amaru Nor.5259,15001 Lima,Peru,+51 1 5255070,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
COMERCIAL INDUSTRIAL DELTA S.A.,Av.Pedro Miotta 910,15001 Lima,Peru,+51 1 6178787,"Tejidos de fibras químicas/Tejidos, fibras sintéticas o artificiales/"
CRISTO VIVE CORPORACION INDUSTRIAL S.A.C,Ica Nor.608 Alt Cd 3 Tacna-Paralela A Nazarenas,15001 Lima,Peru,+51 1 4315785,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
V Y A INVERSIONES TEXTILES S.A.C,Jr.Sebastian Barranca Nor.1620 Alt. Cdra.6 Y 7 Prolg. Gamarra,15001 Lima,Peru,+51 1 3238470,Materiales de corte: (Productor) Cordoncillos textiles para prendas de vestirPiezas y accesorios para el calzado: (Productor) Lazos para calzado
CADILLO COMUNICACION GRAFICA S.A.C,Av. Las Torres Nor.397,15001 Lima,Peru,+51 1 3260070,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
M & M MODA INTERNACIONAL S.A.C,Jr.America Nor.726,15001 Lima,Peru,+51 1 3257672,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
A&G CONSULTORES DE NEGOCIOS S.A.C,"Jr.Rebeca Oquendo Nro 409 Dpto. 1101 .. Torre D,A Espalda De Metro Av.Arica Bren Lima",15001 Lima,Peru,+51 1 5221734,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
INDUSTRIAS CCRELASTIC S.C.R.L,Av. Naranjal Nor.215 Alt.Paradero 50,15001 Lima,Peru,+51 1 5220517,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
EXPORTACIONES ER & GT S.A.C,Jr.Belgica Nor.1605 Entre Mexico Y Gamarra,15001 Lima,Peru,+51 1 3244089,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
TEXTILES CASABLANCA SOCIEDAD ANONIMA CERRADA-TEXTILES CASABLANCA S.A.C,Bl. Blk. L Nor. Ii Et. Entre Calle Arequipa Y M.De Dios,15001 Lima,Peru,+51 1 4731579,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
IMPORT & EXPORT DROMEDAR INTERNATIONAL S.A.C,Jr.Montevideo Nor.725 Entre Jr Ayacucho Y Jr Andahuaylas,15001 Lima,Peru,+51 1 4021968,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
